service	primaryClass	authTypes	actionCount	asyncActionCount	followUpActionCount	distinctRequiredScopes	top3Verbs
gift_up	Business systems	api_key	17	0	0	0	list:6,get:5,redeem:2
gigasheet	Business systems	api_key	7	0	0	0	get:3,list:2,describe:1
giphy	Domain connectors	api_key	15	0	0	0	list:6,get:4,search:3
gist	LLM/dev accounts	oauth2+api_key	20	0	0	1	list:7,get:3,create:2
gitea	Document/storage	api_key	9	0	8	0	get:3,list:3,create:2
gitee	Document/storage	oauth2+api_key	3	0	0	2	get:2,list:1
github	Document/storage	oauth2+api_key	145	0	0	5	list:46,get:22,create:15
gitlab	Document/storage	api_key	5	0	0	0	get:2,list:2,create:1
givebutter	Domain connectors	api_key	12	0	0	0	get:6,list:6
gladia	LLM/dev accounts	api_key	6	0	2	0	delete:1,download:1,get:1
gleap	Communications	api_key	11	0	0	0	create:3,get:3,list:2
globalping	Cloud/FinOps	api_key	4	0	1	0	get:2,create:1,list:1
glyphic	Business systems	api_key	9	0	0	0	get:5,list:4
gmail	Communications	oauth2	46	0	0	7	get:10,list:6,update:6
godial	Communications	api_key	5	0	0	0	list:3,create:1,get:1
gong	Business systems	custom_credential	6	0	0	0	get:3,list:3
goody	Business systems	api_key	7	0	0	0	list:4,get:3
google_address_validation	Domain connectors	api_key	2	0	1	0	provide:1,validate:1
google_analytics	Cloud/FinOps	oauth2	28	0	0	2	run:10,list:6,get:3
google_bigquery	Cloud/FinOps	oauth2	32	0	0	5	list:7,get:6,delete:4
google_routes	Domain connectors	api_key	2	0	0	0	compute:2
google_search_console	Business systems	oauth2	10	0	0	2	delete:2,get:2,list:2
googleads	Business systems	oauth2	9	0	0	1	get:2,list:2,mutate:2
googlecalendar	Communications	oauth2	37	0	0	7	get:6,list:6,patch:4
googledocs	Business systems	oauth2	32	0	0	4	create:7,delete:7,insert:5
googledrive	Document/storage	oauth2	43	0	0	3	list:10,get:9,delete:6
googleforms	Business systems	oauth2	7	0	0	3	get:2,list:2,batch:1
googlephotos	Document/storage	oauth2	18	0	0	4	get:4,batch:3,list:3
googlesheets	Business systems	oauth2	40	0	0	4	get:5,create:4,spreadsheets:4
googleslides	Business systems	oauth2	7	0	0	4	presentations:5,create:1,get:1
googletasks	Business systems	oauth2	16	0	0	2	list:3,update:3,delete:2
gorgias	Communications	api_key	6	0	0	0	list:4,get:2
gosquared	Business systems	api_key	4	0	0	0	get:4
grafana	Cloud/FinOps	api_key	15	0	0	0	create:3,delete:3,get:3
grafana_cloud	Cloud/FinOps	api_key	4	0	0	0	get:2,list:2
granola	Business systems	api_key	3	0	0	0	list:2,get:1
graphhopper	Domain connectors	api_key	5	0	0	0	compute:2,calculate:1,geocode:1
greenhouse	Business systems	api_key	7	0	0	0	get:3,list:3,add:1
griptape	LLM/dev accounts	api_key	12	0	0	0	list:4,get:3,create:2
grist	Business systems	api_key	8	0	5	0	list:4,add:1,delete:1
groqcloud	Cloud/FinOps	api_key	3	0	0	0	create:1,get:1,list:1
gtmetrix	Cloud/FinOps	api_key	15	2	3	0	get:8,list:6,start:1
gumloop	Business systems	api_key	7	1	0	0	list:3,get:2,kill:1
gumroad	Business systems	api_key	9	0	0	0	get:3,list:3,mark:1
guru	Business systems	api_key	5	0	0	0	get:3,list:1,search:1
habitica	Business systems	api_key	11	0	0	0	create:2,delete:2,get:2
hackernews	Domain connectors	no_auth	14	0	0	0	get:13,search:1
hackerrank_work	Business systems	api_key	5	0	0	0	get:2,list:2,search:1
harmonic_ai	LLM/dev accounts	api_key	6	0	0	0	get:4,enrich:2
harvest	Business systems	oauth2+api_key	15	0	12	0	get:5,list:5,create:1
hasdata	Cloud/FinOps	api_key	2	0	0	0	scrape:1,search:1
haveibeenpwned	Cloud/FinOps	api_key	7	0	0	0	get:3,list:3,search:1
headout	Business systems	api_key	8	0	0	0	list:6,get:2
healthchecks_io	LLM/dev accounts	api_key	11	0	0	0	list:5,create:1,delete:1
helloleads	Business systems	api_key	2	0	0	0	get:1,submit:1
helpscout_docs	Communications	api_key	6	0	0	0	list:4,get:1,search:1
here	Domain connectors	api_key	6	0	0	0	autocomplete:1,autosuggest:1,discover:1
hex	Cloud/FinOps	api_key	6	2	1	0	get:2,list:2,cancel:1
heygen	LLM/dev accounts	api_key	17	2	2	0	get:6,list:6,delete:2
heyreach	Business systems	api_key	10	0	0	0	get:5,list:4,create:1
heyy	Communications	api_key	9	0	0	0	list:4,create:3,get:1
heyzine	Business systems	api_key	9	0	0	0	list:3,set:2,add:1
higgsfield_ai	LLM/dev accounts	api_key	4	2	2	0	submit:2,cancel:1,get:1
high_level	Communications	api_key	5	0	0	0	create:1,delete:1,get:1
highergov	Cloud/FinOps	api_key	4	0	0	0	list:4
holded	Business systems	api_key	5	0	0	0	get:2,list:2,create:1
home_assistant	Business systems	api_key	8	0	0	0	list:3,get:2,call:1
honeybadger	Cloud/FinOps	api_key	5	0	0	0	report:5
honeycomb	Cloud/FinOps	api_key	7	0	0	0	get:3,list:3,create:1
hookdeck	LLM/dev accounts	api_key	15	0	0	0	create:3,delete:3,get:3
hoop	Cloud/FinOps	api_key	3	0	0	3	list:2,get:1
hotspotsystem	Communications	api_key	7	0	0	0	list:6,get:1
html_to_image	LLM/dev accounts	api_key	2	0	0	0	capture:1,convert:1
htmlcsstoimage	LLM/dev accounts	api_key	5	0	0	0	create:2,delete:2,get:1
hubspot	Business systems	oauth2	26	0	0	11	get:11,search:6,create:3
huggingface	LLM/dev accounts	oauth2+api_key	14	0	0	4	get:7,list:5,generate:2
humanitix	Business systems	api_key	3	0	0	0	list:2,get:1
hunter	Communications	api_key	18	0	0	0	list:3,create:2,account:1
hyperbrowser	Cloud/FinOps	api_key	5	1	0	0	get:2,fetch:1,search:1
icypeas	Business systems	api_key	6	3	3	0	submit:3,get:2,reverse:1
ima	Business systems	custom_credential	17	0	0	0	get:4,list:4,search:3
imagekit	Document/storage	api_key	7	2	1	0	get:4,delete:1,list:1
imgbb	Document/storage	api_key	1	0	0	0	upload:1
imgix	LLM/dev accounts	api_key	4	0	0	0	get:1,list:1,purge:1
incident_io	Business systems	api_key	6	0	0	0	list:4,get:2
influxdb_cloud	Cloud/FinOps	api_key	4	0	2	0	get:1,list:1,query:1
instantly_ai	LLM/dev accounts	api_key	4	0	0	3	list:2,create:1,get:1
instatus	Business systems	api_key	15	0	0	0	create:3,delete:3,get:3
intelliprint	Communications	api_key	8	0	0	0	get:4,list:4
intercom	Communications	oauth2	24	0	0	11	get:10,list:7,search:2
interzoid	Cloud/FinOps	api_key	7	0	0	0	get:6,standardize:1
ip2location	Domain connectors	api_key	3	0	0	0	get:2,list:1
ip2proxy	Domain connectors	api_key	1	0	0	0	lookup:1
ip2whois	Cloud/FinOps	api_key	2	0	0	0	lookup:2
ipdata_co	Domain connectors	api_key	30	0	0	0	get:23,lookup:6,bulk:1
ipgeolocation_io	Domain connectors	api_key	3	0	0	0	get:2,lookup:1
ipinfo_io	Domain connectors	api_key	27	0	0	0	get:24,batch:2,map:1
iplocate	Domain connectors	api_key	3	0	0	0	lookup:2,batch:1
ipqualityscore	Cloud/FinOps	api_key	4	0	0	0	validate:2,check:1,scan:1
ipregistry	LLM/dev accounts	api_key	5	0	0	0	batch:2,lookup:2,parse:1
ipstack	Domain connectors	api_key	3	0	0	0	lookup:2,bulk:1
iqair_airvisual	LLM/dev accounts	api_key	5	0	0	0	list:3,get:2
it_glue	Business systems	api_key	8	0	0	0	get:4,list:4
jamie	Business systems	api_key	5	0	0	0	list:3,get:1,search:1
jazzhr	Business systems	api_key	6	0	0	0	get:3,list:3
jigsawstack	Cloud/FinOps	api_key	6	0	0	0	check:2,get:1,search:1
jimeng_ai	LLM/dev accounts	custom_credential	28	0	16	0	submit:16,get:12
jiminny	Business systems	api_key	16	0	0	0	list:10,get:6
jin10	Domain connectors	api_key	9	0	0	0	list:4,get:3,search:2
jira	Business systems	oauth2	7	0	0	3	get:2,list:2,add:1
jobnimbus	Business systems	api_key	8	0	0	0	create:2,get:2,list:2
jotform	Business systems	api_key	7	0	0	0	get:3,list:3,create:1
jsonbin	Document/storage	api_key	4	0	0	0	create:1,delete:1,read:1
jumpcloud	Cloud/FinOps	api_key	4	0	0	0	get:2,list:2
jumpserver	Cloud/FinOps	custom_credential	6	0	6	0	assets:2,accounts:1,list:1
juniper_mist	Cloud/FinOps	api_key	3	0	0	0	list:2,get:1
kaggle	Cloud/FinOps	api_key	4	0	0	0	list:4
kaleido	LLM/dev accounts	api_key	12	0	0	0	get:7,list:5
kandji	Business systems	api_key	4	0	0	0	get:2,list:2
keen_io	Cloud/FinOps	api_key	3	0	0	0	query:2,add:1
keeper_scim	Cloud/FinOps	api_key	5	0	0	0	get:3,list:2
kernel	LLM/dev accounts	api_key	5	0	0	0	create:1,delete:1,get:1
keygen	Cloud/FinOps	api_key	76	0	0	0	list:12,retrieve:9,update:9
keyword	Business systems	api_key	6	0	0	0	get:3,list:3
kickbox	Document/storage	api_key	2	0	0	0	check:1,verify:1
kie_ai	LLM/dev accounts	api_key	2	0	0	0	get:2
kintone	Business systems	api_key	6	0	0	0	get:3,list:3
kit	Communications	api_key	9	0	0	0	list:5,get:2,create:1
klangio	LLM/dev accounts	api_key	9	0	0	0	create:6,download:2,get:1
klaviyo	Business systems	api_key	7	0	0	6	list:3,get:2,create:1
klazify	Business systems	api_key	8	0	0	0	get:7,categorize:1
klicktipp	Business systems	api_key	3	0	0	0	signin:1,signoff:1,signout:1
klipfolio	Business systems	api_key	8	0	0	0	get:4,list:4
knack	Business systems	api_key	5	0	4	0	create:1,delete:1,get:1
knock	Communications	api_key	5	0	0	0	delete:1,get:1,identify:1
knowbe4	Cloud/FinOps	api_key	5	0	0	0	get:3,list:2
kommo	Business systems	api_key	13	0	0	0	get:7,list:6
kontent_ai	LLM/dev accounts	api_key	6	0	0	0	get:3,list:3
kraken_io	Business systems	api_key	2	0	0	0	get:1,optimize:1
kustomer	Business systems	api_key	8	0	0	0	get:4,create:1,list:1
l2s	Business systems	api_key	3	0	0	0	get:1,shorten:1,update:1
la_growth_machine	Business systems	api_key	7	0	0	0	create:2,get:2,list:2
label_studio	Cloud/FinOps	api_key	6	0	4	0	create:2,get:2,list:2
landbot	Communications	api_key	5	0	0	0	list:2,get:1,send:1
langbase	Cloud/FinOps	api_key	4	0	0	0	create:1,delete:1,list:1
langsmith	LLM/dev accounts	api_key	10	0	0	0	list:4,create:3,get:3
laposta	Communications	api_key	8	0	0	0	create:2,get:2,list:2
laravel_cloud	Cloud/FinOps	api_key	8	0	0	0	get:4,list:4
lattice	Business systems	api_key	8	0	0	0	get:4,list:4
launch_darkly	LLM/dev accounts	api_key	40	0	0	0	get:16,create:6,delete:6
leadfeeder	Business systems	api_key	7	0	0	0	get:3,enrich:1,list:1
leadmagic	Business systems	api_key	6	0	0	0	enrich:2,find:2,get:1
leexi	Communications	api_key	6	0	0	0	list:4,get:2
leiga	Business systems	api_key	6	0	0	0	get:4,list:2
lemlist	Business systems	api_key	4	0	0	0	get:2,list:2
lemon_squeezy	Business systems	api_key	16	0	0	0	list:7,retrieve:4,create:2
lessonspace	Communications	api_key	4	0	0	0	get:2,create:1,list:1
lever	Communications	api_key	6	0	0	0	list:3,get:2,create:1
lexoffice	Business systems	api_key	10	0	0	0	get:3,list:3,create:2
lifx	LLM/dev accounts	api_key	7	0	0	0	list:2,activate:1,set:1
lightfield	Business systems	api_key	10	0	0	3	get:5,list:5
linear	Business systems	oauth2+api_key	34	0	0	4	create:9,list:9,get:7
linguapop	Business systems	api_key	2	0	0	0	list:1,send:1
lingvanex_translation_api	Business systems	api_key	3	0	0	0	detect:1,list:1,translate:1
linkedin	Business systems	oauth2	5	0	0	4	create:3,delete:1,get:1
linkhut	Business systems	oauth2	5	0	0	3	get:2,add:1,delete:1
linkly	Business systems	api_key	6	0	0	0	list:2,create:1,delete:1
linkup	Cloud/FinOps	api_key	5	0	0	0	search:3,fetch:1,get:1
linux_do	Domain connectors	no_auth	13	0	0	0	list:13
listennotes	Cloud/FinOps	api_key	9	0	0	0	get:7,search:1,typeahead:1
livesession	Business systems	api_key	1	0	0	0	list:1
lob	Business systems	api_key	5	0	0	0	bulk:2,verify:2,autocomplete:1
lodgify	Business systems	api_key	7	0	0	0	get:4,list:3
logo_dev	Cloud/FinOps	api_key	7	0	0	0	get:5,describe:1,search:1
logsnag	Cloud/FinOps	api_key	4	0	0	0	publish:2,identify:1,mutate:1
lokalise	Business systems	api_key	11	0	0	0	list:4,get:3,update:2
longbridge	Domain connectors	oauth2	80	0	0	4	list:13,profit:5,screener:5
loomio	Communications	api_key	2	0	0	0	get:1,list:1
loop_returns	Business systems	api_key	4	0	0	0	get:2,list:2
loops	Communications	api_key	8	0	0	0	create:2,list:2,delete:1
loyverse	Domain connectors	api_key	11	0	0	0	get:6,list:5
lucid_scim	Business systems	api_key	5	0	0	0	get:3,list:2
luckin_coffee	Business systems	api_key	8	0	7	0	query:3,cancel:1,create:1
luma	Business systems	api_key	6	0	0	0	get:4,list:2
lumos	Business systems	api_key	4	0	0	0	get:2,list:2
lusha	Business systems	api_key	5	0	0	0	enrich:2,search:2,get:1
mailbluster	Communications	api_key	5	0	0	0	create:1,delete:1,get:1
mailbox_validator	Document/storage	api_key	3	0	0	0	check:2,validate:1
mailboxlayer	Document/storage	api_key	1	0	0	0	check:1
mailcheck	Communications	api_key	3	0	0	0	get:1,validate:1,verify:1
mailchimp	Communications	api_key	11	0	0	0	list:4,get:2,update:2
mailercloud	Communications	api_key	6	0	0	0	create:3,delete:1,list:1
mailerlite	Communications	api_key	13	0	0	0	list:4,delete:2,update:2
mailersend	Communications	api_key	12	0	0	0	get:6,list:5,send:1
mailgun	Communications	api_key	17	0	0	0	get:5,list:5,create:2
mailjet	Communications	api_key	4	0	0	0	create:1,get:1,list:1
mailosaur	Communications	api_key	12	0	0	0	delete:3,get:3,list:3
mails_so	Communications	api_key	3	0	0	0	create:1,get:1,validate:1
mailtrap	Communications	api_key	50	0	0	0	get:18,list:9,create:7
maintainx	LLM/dev accounts	api_key	16	0	0	0	create:4,list:4,update:4
make	Business systems	api_key	9	0	0	0	get:4,list:2,activate:1
manatal	Business systems	api_key	16	0	0	0	create:4,get:4,list:4
manus	Business systems	api_key	17	0	3	0	list:7,create:2,get:2
mapbox	Document/storage	api_key	5	0	0	0	get:2,batch:1,forward:1
maple_billing	Domain connectors	api_key	12	0	0	0	get:5,find:4,create:2
marketstack	Domain connectors	api_key	6	0	0	0	get:3,list:3
mattermost	Communications	api_key	7	0	0	0	get:3,list:3,create:1
mcdonalds_cn	Domain connectors	custom_credential	7	0	5	0	get:5,search:2
mediastack	Document/storage	api_key	2	0	0	0	search:2
meet_geek	Business systems	api_key	8	0	0	0	get:5,list:3
mem0	Cloud/FinOps	api_key	10	0	0	0	get:6,add:1,delete:1
memberstack	Cloud/FinOps	api_key	8	0	0	0	add:1,create:1,delete:1
meta	Business systems	api_key	4	0	0	0	get:2,list:2
metabase	Business systems	api_key	10	0	0	0	get:5,list:4,search:1
metaso	Cloud/FinOps	api_key	4	0	0	0	create:2,read:1,search:1
metatextai	LLM/dev accounts	api_key	4	0	0	0	create:1,evaluate:1,list:1
metronome	Domain connectors	api_key	5	0	0	0	list:3,get:2
mezmo	Cloud/FinOps	api_key	5	0	0	0	list:3,get:2
microsoft_clarity	Cloud/FinOps	api_key	1	0	0	0	export:1
mindbody	Business systems	api_key	1	0	0	0	list:1
mineru	Business systems	api_key	4	0	0	0	create:2,get:2
minimax	LLM/dev accounts	api_key	4	0	0	0	create:1,estimate:1,list:1
missive	Communications	api_key	8	0	0	0	list:6,get:2
mistral_ai	LLM/dev accounts	api_key	54	0	0	0	get:14,create:12,list:10
mixpanel	Business systems	api_key	13	0	9	0	query:9,list:2,export:1
mocean	Communications	api_key	5	0	0	0	get:2,list:1,lookup:1
moco	Business systems	api_key	5	0	0	0	get:3,list:2
modjo_ai	LLM/dev accounts	api_key	20	0	0	0	list:12,get:8
moesif	Cloud/FinOps	api_key	4	0	0	2	list:3,get:1
momentum_io	Business systems	api_key	6	0	0	0	list:6
monday	Business systems	oauth2+api_key	64	0	0	17	list:15,create:10,delete:10
mongo_db_atlas_administration	Cloud/FinOps	api_key	4	0	0	0	get:2,list:2
moonclerk	Business systems	api_key	6	0	0	0	get:3,list:3
moorcheh	Cloud/FinOps	api_key	7	0	0	0	create:1,delete:1,fetch:1
moosend	Communications	api_key	4	0	0	0	list:2,add:1,get:1
mopinion	Business systems	custom_credential	11	0	0	0	get:6,list:5
mother_duck	Cloud/FinOps	api_key	8	0	0	0	create:2,delete:2,list:2
motion	Business systems	api_key	13	0	0	0	list:6,get:3,create:2
msg91	Communications	api_key	4	0	0	0	send:2,resend:1,verify:1
mx_toolbox	Document/storage	api_key	13	0	0	0	lookup:11,monitor:1,usage:1
n8n	Business systems	api_key	36	0	0	0	list:7,update:7,get:6
namely	Business systems	api_key	4	0	0	0	get:2,list:2
nango	Cloud/FinOps	api_key	9	0	0	6	get:3,list:3,delete:1
nasa	Cloud/FinOps	api_key	27	0	0	0	get:21,list:4,browse:1
nasdaq	Domain connectors	api_key	7	0	0	0	get:7
needle	Cloud/FinOps	api_key	7	0	0	0	get:2,list:2,add:1
neon	Cloud/FinOps	api_key	18	0	0	0	get:5,list:4,create:3
netease_mail	Communications	custom_credential	12	0	0	0	get:2,mark:2,delete:1
nethunt	Business systems	api_key	15	0	0	0	list:8,create:3,delete:1
netlify	LLM/dev accounts	oauth2+api_key	19	0	0	4	get:5,list:5,create:2
netsuite	Business systems	custom_credential	5	0	0	0	create:1,get:1,list:1
neutrino	Domain connectors	api_key	5	0	0	0	validate:2,check:1,get:1
neverbounce	Communications	api_key	8	0	0	0	get:3,create:1,download:1
new_relic	LLM/dev accounts	api_key	28	0	0	0	create:7,delete:5,get:5
news_api	Domain connectors	api_key	4	0	0	0	get:4
newsdata_io	Domain connectors	api_key	4	0	0	0	list:2,get:1,search:1
next_dns	Cloud/FinOps	api_key	7	0	0	0	get:6,list:1
ngrok	LLM/dev accounts	api_key	6	0	0	0	list:4,get:2
ninjapear	Business systems	api_key	8	0	0	0	get:3,list:3,check:1
ninox	Business systems	api_key	12	0	0	0	get:4,list:4,delete:2
nocodb	Business systems	api_key	24	0	0	0	create:5,list:5,delete:3
nocrm_io	Business systems	api_key	9	0	0	0	change:2,add:1,append:1
northbeam	Business systems	api_key	5	0	0	0	list:5
northflank	LLM/dev accounts	api_key	4	0	0	0	get:2,list:2
notion	Document/storage	oauth2+api_key	25	0	0	3	retrieve:7,update:5,create:3
novu	Communications	api_key	5	0	0	0	create:1,get:1,search:1
ntfy	Communications	api_key	2	0	0	0	get:1,publish:1
nylas	Communications	api_key	4	0	0	0	list:3,get:1
nyne_ai	LLM/dev accounts	api_key	9	8	4	0	get:5,submit:4
ocrspace	Business systems	api_key	2	0	0	0	extract:1,get:1
octave	Business systems	api_key	11	0	0	0	run:6,list:3,get:1
oksign	Business systems	api_key	5	0	0	0	get:3,list:2
okta	Cloud/FinOps	custom_credential	14	0	0	0	list:3,create:2,delete:2
omnisend	Communications	api_key	9	0	0	3	get:2,list:2,update:2
oncehub	Business systems	api_key	3	0	0	0	list:3
one_drive	Document/storage	oauth2	13	0	0	2	download:3,get:3,update:2
one_page_crm	Business systems	custom_credential	6	0	0	0	create:2,get:2,list:2
one_password	Business systems	api_key	6	0	3	0	get:3,list:3
one_password_events	Cloud/FinOps	api_key	3	0	0	3	list:3
onedesk	Business systems	api_key	5	0	0	0	get:3,filter:2
onesignal_rest_api	Communications	api_key	4	0	0	0	cancel:1,create:1,get:1
ongage	Communications	api_key	7	0	0	0	get:3,change:1,list:1
oomnitza	Business systems	api_key	5	0	0	0	get:2,list:2,identify:1
open_exchange_rates	Domain connectors	api_key	5	0	0	0	get:4,convert:1
open_hands	LLM/dev accounts	api_key	5	2	1	0	get:2,list:1,send:1
openai	LLM/dev accounts	api_key	15	0	1	0	create:8,get:4,list:2
openalex	Cloud/FinOps	api_key	5	0	0	0	get:2,list:2,autocomplete:1
opencage	Domain connectors	api_key	3	0	0	0	geocode:3
openfootball_worldcup	Cloud/FinOps	no_auth	6	0	0	0	list:6
opengraph_io	Cloud/FinOps	api_key	4	0	0	0	scrape:2,capture:1,extract:1
openpagerank	Business systems	api_key	1	0	0	0	get:1
openrouter	LLM/dev accounts	api_key	13	0	0	0	list:6,get:4,create:3
opensea	Domain connectors	api_key	9	0	0	0	get:5,list:3,search:1
openstatus	LLM/dev accounts	api_key	9	0	0	1	get:3,list:2,create:1
openweather_api	Domain connectors	api_key	21	0	0	0	get:16,add:1,delete:1
opsgenie	LLM/dev accounts	api_key	7	3	3	0	get:3,acknowledge:1,close:1
optimoroute	Business systems	api_key	3	0	0	0	create:1,delete:1,get:1
ordinal	Business systems	api_key	9	0	0	0	list:6,get:3
ortto	Business systems	api_key	3	0	0	0	get:1,list:1,merge:1
ossinsight	Cloud/FinOps	no_auth	18	0	0	0	list:12,get:3,rank:3
otter_ai	LLM/dev accounts	api_key	6	0	0	0	get:3,list:3
outline	Business systems	api_key	6	0	0	0	list:3,get:2,search:1
outlook	Communications	oauth2	11	0	0	4	get:3,list:2,send:2
owl_protocol	Domain connectors	api_key	3	0	0	0	get:2,patch:1
paddle	Domain connectors	api_key	12	0	0	6	create:3,get:3,list:3
pagerduty	LLM/dev accounts	api_key	7	0	0	0	get:2,list:2,acknowledge:1
pandadoc	Communications	api_key	13	0	0	0	create:6,list:3,delete:2
paperform	Business systems	api_key	14	0	0	0	get:8,list:6
paradym	Cloud/FinOps	api_key	11	0	0	0	list:7,create:2,get:2
parallel	Cloud/FinOps	api_key	5	0	0	0	retrieve:2,create:1,extract:1
parsehub	Cloud/FinOps	api_key	2	0	0	0	get:1,list:1
parsera	Cloud/FinOps	api_key	5	0	0	0	extract:2,list:2,parse:1
parseur	Business systems	api_key	5	0	0	0	get:3,list:2
partner_stack_partner	Business systems	api_key	5	0	0	0	list:4,get:1
partnerstack	Business systems	api_key	7	0	0	0	list:4,get:2,create:1
payhip	Domain connectors	api_key	9	0	0	0	create:1,decrease:1,delete:1
paymo	Business systems	api_key	16	0	0	0	get:4,create:3,delete:3
paystack	Domain connectors	api_key	8	0	0	0	get:2,list:2,create:1
pdf_api_io	Business systems	api_key	3	0	0	0	get:1,list:1,render:1
pdf_co	Business systems	api_key	8	0	0	0	get:2,compress:1,html:1
pdfless	Business systems	api_key	2	0	0	0	get:1,list:1
pdfmonkey	Business systems	api_key	7	0	0	0	get:4,list:2,create:1
pendo	Business systems	api_key	5	0	0	0	get:2,list:2,identify:1
peopledatalabs	Business systems	api_key	4	0	0	0	enrich:2,search:2
perdoo	Business systems	api_key	4	0	0	0	execute:1,get:1,list:1
perigon	Cloud/FinOps	api_key	12	0	0	0	search:8,vector:2,get:1
permit_io	Cloud/FinOps	api_key	13	0	0	0	list:3,create:2,delete:2
perplexity	Business systems	api_key	4	0	0	0	create:2,list:1,search:1
persona	Cloud/FinOps	api_key	4	0	0	0	create:1,get:1,list:1
personal_ai	LLM/dev accounts	api_key	5	0	0	0	upload:3,send:2
pexels	Business systems	api_key	9	0	0	0	get:2,search:2,collection:1
phantombuster	Cloud/FinOps	api_key	7	0	0	0	get:3,list:2,launch:1
pilvio	Document/storage	api_key	5	0	0	0	list:3,get:2
pinata	Document/storage	api_key	12	0	1	4	get:2,list:2,update:2
pinecone	Cloud/FinOps	api_key	12	0	0	0	delete:2,list:2,configure:1
pingdom	LLM/dev accounts	api_key	4	0	0	0	get:2,list:2
pipedream	Business systems	api_key	6	0	0	0	get:5,list:1
pipedrive	Document/storage	api_key	27	0	0	0	get:6,list:6,create:4
pivotal_tracker	Business systems	api_key	9	0	0	0	get:3,list:3,create:2
pixellab	LLM/dev accounts	api_key	56	26	34	0	start:27,get:5,delete:3
placekey	Domain connectors	api_key	4	0	0	0	get:4
placid	LLM/dev accounts	api_key	5	2	0	0	get:2,create:1,delete:1
plain	LLM/dev accounts	api_key	4	0	0	0	get:2,search:1,upsert:1
plane	Business systems	api_key	11	0	0	0	list:5,get:3,create:1
plasmic	LLM/dev accounts	api_key	2	0	0	0	count:1,list:1
platerecognizer	Cloud/FinOps	api_key	2	0	0	0	get:1,read:1
plausible_analytics	Cloud/FinOps	api_key	4	0	3	0	get:2,query:1,record:1
plisio	Domain connectors	api_key	4	0	0	0	get:2,create:1,list:1
plunk	Communications	api_key	8	0	0	0	create:1,delete:1,get:1
podscribe	Business systems	api_key	3	0	0	3	get:2,search:1
polar	Domain connectors	api_key	13	0	0	0	get:8,list:5
polygon_io	Domain connectors	api_key	7	0	0	0	get:4,list:3
positionstack	Domain connectors	api_key	2	0	0	0	forward:1,reverse:1
postgrid	Communications	api_key	9	0	0	0	create:2,delete:2,get:2
postgrid_verify	Domain connectors	api_key	4	0	0	0	autocomplete:1,lookup:1,parse:1
posthog	Cloud/FinOps	oauth2+api_key	57	0	1	0	get:17,list:9,delete:7
postman	LLM/dev accounts	api_key	135	0	0	0	get:58,create:23,update:18
postmark	Communications	api_key	12	0	0	0	get:4,send:3,create:1
precoro	Business systems	api_key	8	0	0	0	list:5,get:3
prerender	Business systems	api_key	4	0	0	0	add:1,clear:1,get:1
process_street	Business systems	api_key	10	0	0	0	list:5,get:2,update:2
productboard	Business systems	api_key	13	0	0	0	list:7,get:6
productive	Business systems	api_key	8	0	0	0	create:2,list:2,update:2
projectmanager	Business systems	api_key	3	0	0	0	list:2,get:1
prospeo	Business systems	api_key	6	0	0	0	search:3,enrich:2,get:1
proxiedmail	Communications	api_key	5	0	0	0	list:2,create:1,get:1
prtg_classic	Cloud/FinOps	api_key	2	0	0	0	list:2
pubmed	Cloud/FinOps	no_auth+api_key	8	0	0	0	get:4,convert:1,find:1
push_by_techulus	Communications	api_key	2	0	0	0	send:2
pushbullet	Communications	api_key	14	0	0	0	delete:4,create:3,list:3
pushover	Communications	api_key	29	0	0	0	get:6,add:2,cancel:2
pylon	Communications	api_key	13	0	0	0	create:4,get:4,list:2
qianfan	LLM/dev accounts	api_key	25	2	0	0	create:9,list:5,get:4
qlty	Cloud/FinOps	api_key	8	0	0	0	get:5,list:3
qq_mail	Communications	custom_credential	12	0	0	0	get:2,mark:2,delete:1
quaderno	Domain connectors	api_key	12	0	0	0	get:3,create:2,delete:2
quentn	Business systems	api_key	15	0	0	0	get:3,list:3,create:2
quickbase	Business systems	api_key	6	0	0	0	get:2,delete:1,list:1
quickchart	LLM/dev accounts	no_auth	3	0	0	0	build:2,create:1
quipteams	Business systems	api_key	11	0	0	6	list:6,get:5
quo	Communications	api_key	12	0	0	0	get:4,list:4,create:1
radar	Domain connectors	api_key	5	0	0	0	autocomplete:1,forward:1,ip:1
ragie	LLM/dev accounts	api_key	19	0	0	0	get:5,create:4,list:4
railway	LLM/dev accounts	api_key	9	0	0	0	get:4,list:2,deploy:1
raisely	LLM/dev accounts	api_key	8	0	0	0	list:3,get:2,create:1
rawg	Cloud/FinOps	api_key	21	0	0	0	list:14,get:7
raygun	Cloud/FinOps	api_key	10	0	0	0	get:4,list:3,create:1
razorpay	Business systems	api_key	6	0	0	0	create:2,get:2,list:2
readme	Business systems	api_key	33	0	0	0	get:8,list:7,delete:6
readwise	Business systems	api_key	6	0	0	0	list:2,create:1,export:1
realphonevalidation	Communications	api_key	2	0	0	0	validate:2
rebrandly	Business systems	api_key	7	0	0	0	get:2,list:2,create:1
recallai	Communications	api_key	5	0	0	0	create:1,delete:1,get:1
recharge	Business systems	api_key	10	0	0	0	get:5,list:5
recruitcrm	Business systems	api_key	8	0	0	0	get:4,list:4
recruitee	Business systems	api_key	4	0	0	0	create:1,get:1,list:1
recruiterflow	Business systems	api_key	6	0	0	0	get:3,list:3
